path,name,extension,size_bytes,mtime_utc,is_text_candidate,is_binary_or_asset,is_package_manifest,path_score,path_reasons
antigravity-awesome-skills-main/apps/web-app/package.json,package.json,.json,1936,2026-06-23T09:15:54Z,True,False,True,35,"[""filename:package.json+35""]"
antigravity-awesome-skills-main/apps/web-app/postcss.config.js,postcss.config.js,.js,103,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/README.md,README.md,.md,4635,2026-06-23T09:15:53Z,True,False,False,50,"[""filename:readme.md+50""]"
antigravity-awesome-skills-main/apps/web-app/refresh-skills-plugin.js,refresh-skills-plugin.js,.js,24065,2026-06-23T09:15:54Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/tsconfig.json,tsconfig.json,.json,694,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/tsconfig.node.json,tsconfig.node.json,.json,213,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/vite.config.ts,vite.config.ts,.ts,412,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/vitest.config.ts,vitest.config.ts,.ts,855,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/Antigravity-Skills-logo.png,Antigravity-Skills-logo.png,.png,144316,2026-06-23T09:15:54Z,False,True,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/public/apple-touch-icon.png,apple-touch-icon.png,.png,34164,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/favicon-96x96.png,favicon-96x96.png,.png,12645,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/favicon.ico,favicon.ico,.ico,15086,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/favicon.svg,favicon.svg,.svg,448367,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/llms.txt,llms.txt,.txt,2359,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/manifest.webmanifest,manifest.webmanifest,.webmanifest,409,2026-06-23T09:15:54Z,False,False,False,25,"[""filename-token:manifest+25""]"
antigravity-awesome-skills-main/apps/web-app/public/robots.txt,robots.txt,.txt,336,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/site.webmanifest,site.webmanifest,.webmanifest,597,2026-06-23T09:15:54Z,False,False,False,25,"[""filename-token:manifest+25""]"
antigravity-awesome-skills-main/apps/web-app/public/sitemap.xml,sitemap.xml,.xml,7208,2026-06-23T09:15:54Z,False,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/skills.json.backup,skills.json.backup,.backup,1067666,2026-06-23T09:15:54Z,False,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/public/social-card.svg,social-card.svg,.svg,4099,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/vite.svg,vite.svg,.svg,1497,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/public/web-app-manifest-192x192.png,web-app-manifest-192x192.png,.png,37712,2026-06-23T09:15:54Z,False,True,False,25,"[""filename-token:manifest+25""]"
antigravity-awesome-skills-main/apps/web-app/public/web-app-manifest-512x512.png,web-app-manifest-512x512.png,.png,151776,2026-06-23T09:15:54Z,False,True,False,25,"[""filename-token:manifest+25""]"
antigravity-awesome-skills-main/apps/web-app/scripts/generate-sitemap.js,generate-sitemap.js,.js,4006,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/scripts/generate-sitemap.test.js,generate-sitemap.test.js,.js,1721,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/scripts/prerender-routes.js,prerender-routes.js,.js,16814,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/scripts/verify-seo-assets.js,verify-seo-assets.js,.js,15219,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/scripts/verify-seo-assets.test.js,verify-seo-assets.test.js,.js,8650,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/App.css,App.css,.css,125,2026-06-23T09:15:54Z,False,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/App.tsx,App.tsx,.tsx,3416,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/index.css,index.css,.css,4981,2026-06-23T09:15:54Z,False,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/main.tsx,main.tsx,.tsx,668,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/vite-env.d.ts,vite-env.d.ts,.ts,38,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/__tests__/App.performance.test.tsx,App.performance.test.tsx,.tsx,530,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/__tests__/refresh-skills-plugin.security.test.js,refresh-skills-plugin.security.test.js,.js,13111,2026-06-23T09:15:54Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/assets/react.svg,react.svg,.svg,4126,2026-06-23T09:15:54Z,False,True,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/components/SkillCard.tsx,SkillCard.tsx,.tsx,2963,2026-06-23T09:15:54Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/components/SkillStarButton.tsx,SkillStarButton.tsx,.tsx,3337,2026-06-23T09:15:54Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/components/ui/Icon.tsx,Icon.tsx,.tsx,1373,2026-06-23T09:15:54Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/context/SkillContext.tsx,SkillContext.tsx,.tsx,4819,2026-06-23T09:15:54Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/context/__tests__/SkillContext.test.tsx,SkillContext.test.tsx,.tsx,2926,2026-06-23T09:15:54Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/data/specializedPlugins.ts,specializedPlugins.ts,.ts,8142,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/factories/skill.ts,skill.ts,.ts,1060,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/hooks/usePageMeta.ts,usePageMeta.ts,.ts,231,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/hooks/useSkillStars.ts,useSkillStars.ts,.ts,2339,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/hooks/__tests__/useSkillStars.test.ts,useSkillStars.test.ts,.ts,5222,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/hooks/__tests__/useSkillStarsSecurity.test.ts,useSkillStarsSecurity.test.ts,.ts,831,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/lib/supabase.ts,supabase.ts,.ts,829,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/pages/Home.tsx,Home.tsx,.tsx,25059,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/pages/Plugins.tsx,Plugins.tsx,.tsx,9047,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/pages/SkillDetail.tsx,SkillDetail.tsx,.tsx,17499,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/pages/__tests__/Home.test.tsx,Home.test.tsx,.tsx,7177,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/pages/__tests__/Plugins.test.tsx,Plugins.test.tsx,.tsx,1069,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/pages/__tests__/SkillDetail.security.test.tsx,SkillDetail.security.test.tsx,.tsx,1995,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/pages/__tests__/SkillDetail.test.tsx,SkillDetail.test.tsx,.tsx,9777,2026-06-23T09:15:55Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/apps/web-app/src/test/setup.ts,setup.ts,.ts,1132,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/types/index.ts,index.ts,.ts,1136,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/utils/publicAssetUrls.ts,publicAssetUrls.ts,.ts,4192,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/utils/seo.ts,seo.ts,.ts,17928,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/utils/testUtils.tsx,testUtils.tsx,.tsx,1175,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/utils/__tests__/publicAssetUrls.test.ts,publicAssetUrls.test.ts,.ts,3349,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/src/utils/__tests__/seo.test.ts,seo.test.ts,.ts,5743,2026-06-23T09:15:55Z,True,False,False,0,[]
antigravity-awesome-skills-main/assets/aas-logo.jpeg,aas-logo.jpeg,.jpeg,16105,2026-06-23T09:15:55Z,False,True,False,0,[]
antigravity-awesome-skills-main/assets/aas-readme-hero.jpeg,aas-readme-hero.jpeg,.jpeg,92530,2026-06-23T09:15:55Z,False,True,False,0,[]
antigravity-awesome-skills-main/assets/aas-social-card.jpeg,aas-social-card.jpeg,.jpeg,179698,2026-06-23T09:15:55Z,False,True,False,0,[]
antigravity-awesome-skills-main/assets/buy-me-a-coffee-banner.png,buy-me-a-coffee-banner.png,.png,71291,2026-06-23T09:15:55Z,False,True,False,0,[]
antigravity-awesome-skills-main/assets/github-social-preview.png,github-social-preview.png,.png,808834,2026-06-23T09:15:56Z,False,True,False,0,[]
antigravity-awesome-skills-main/assets/star-history.png,star-history.png,.png,50662,2026-06-23T09:15:56Z,False,True,False,0,[]
antigravity-awesome-skills-main/data/aliases.json,aliases.json,.json,12360,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/bundles.json,bundles.json,.json,48008,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/catalog.json,catalog.json,.json,1111125,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/editorial-bundles.json,editorial-bundles.json,.json,97273,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/package-lock.json,package-lock.json,.json,728,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/package.json,package.json,.json,111,2026-06-23T09:15:56Z,True,False,True,35,"[""filename:package.json+35""]"
antigravity-awesome-skills-main/data/plugin-compatibility.json,plugin-compatibility.json,.json,680162,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/skills_index.json,skills_index.json,.json,1067666,2026-06-23T09:15:56Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/data/specialized-plugin-candidates.json,specialized-plugin-candidates.json,.json,16026,2026-06-23T09:15:56Z,True,False,False,0,[]
antigravity-awesome-skills-main/data/workflows.json,workflows.json,.json,9899,2026-06-23T09:15:56Z,True,False,False,35,"[""filename-token:workflow+35""]"
antigravity-awesome-skills-main/docs/AUDIT.md,AUDIT.md,.md,80,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/BUNDLES.md,BUNDLES.md,.md,74,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/CATEGORIZATION_IMPLEMENTATION.md,CATEGORIZATION_IMPLEMENTATION.md,.md,152,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/CI_DRIFT_FIX.md,CI_DRIFT_FIX.md,.md,101,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/COMMUNITY_GUIDELINES.md,COMMUNITY_GUIDELINES.md,.md,97,2026-06-23T09:15:56Z,True,False,False,50,"[""filename-token:guide+20"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/DATE_TRACKING_IMPLEMENTATION.md,DATE_TRACKING_IMPLEMENTATION.md,.md,149,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/EXAMPLES.md,EXAMPLES.md,.md,91,2026-06-23T09:15:56Z,True,False,False,45,"[""filename-token:example+15"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/FAQ.md,FAQ.md,.md,62,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/GETTING_STARTED.md,GETTING_STARTED.md,.md,98,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/KIRO_INTEGRATION.md,KIRO_INTEGRATION.md,.md,101,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/QUALITY_BAR.md,QUALITY_BAR.md,.md,100,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/README.md,README.md,.md,2431,2026-06-23T09:15:56Z,True,False,False,80,"[""filename:readme.md+50"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SEC_SKILLS.md,SEC_SKILLS.md,.md,98,2026-06-23T09:15:56Z,True,False,False,75,"[""filename-token:skill+45"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SECURITY_GUARDRAILS.md,SECURITY_GUARDRAILS.md,.md,124,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SKILL_ANATOMY.md,SKILL_ANATOMY.md,.md,106,2026-06-23T09:15:56Z,True,False,False,75,"[""filename-token:skill+45"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SKILL_TEMPLATE.md,SKILL_TEMPLATE.md,.md,109,2026-06-23T09:15:56Z,True,False,False,90,"[""filename-token:skill+45"", ""filename-token:template+15"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SKILLS_DATE_TRACKING.md,SKILLS_DATE_TRACKING.md,.md,125,2026-06-23T09:15:56Z,True,False,False,75,"[""filename-token:skill+45"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SMART_AUTO_CATEGORIZATION.md,SMART_AUTO_CATEGORIZATION.md,.md,140,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/SOURCES.md,SOURCES.md,.md,78,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/USAGE.md,USAGE.md,.md,74,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/VISUAL_GUIDE.md,VISUAL_GUIDE.md,.md,89,2026-06-23T09:15:56Z,True,False,False,50,"[""filename-token:guide+20"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/walkthrough.md,walkthrough.md,.md,86,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/WORKFLOWS.md,WORKFLOWS.md,.md,80,2026-06-23T09:15:56Z,True,False,False,65,"[""filename-token:workflow+35"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/community-guidelines.md,community-guidelines.md,.md,139,2026-06-23T09:15:56Z,True,False,False,50,"[""filename-token:guide+20"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/examples.md,examples.md,.md,19544,2026-06-23T09:15:56Z,True,False,False,45,"[""filename-token:example+15"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/quality-bar.md,quality-bar.md,.md,4937,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/security-guardrails.md,security-guardrails.md,.md,2429,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/skill-anatomy.md,skill-anatomy.md,.md,13835,2026-06-23T09:15:56Z,True,False,False,75,"[""filename-token:skill+45"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/skill-scoring.md,skill-scoring.md,.md,6882,2026-06-23T09:15:56Z,True,False,False,75,"[""filename-token:skill+45"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/contributors/skill-template.md,skill-template.md,.md,2432,2026-06-23T09:15:56Z,True,False,False,90,"[""filename-token:skill+45"", ""filename-token:template+15"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/integrations/jetski-cortex.md,jetski-cortex.md,.md,8797,2026-06-23T09:15:56Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/integrations/jetski-gemini-loader/loader.mjs,loader.mjs,.mjs,4015,2026-06-23T09:15:56Z,False,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/integrations/jetski-gemini-loader/package.json,package.json,.json,19,2026-06-23T09:15:57Z,True,False,True,65,"[""filename:package.json+35"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/integrations/jetski-gemini-loader/README.md,README.md,.md,3598,2026-06-23T09:15:56Z,True,False,False,80,"[""filename:readme.md+50"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/audit.md,audit.md,.md,5957,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/categorization-implementation.md,categorization-implementation.md,.md,5508,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/ci-drift-fix.md,ci-drift-fix.md,.md,2879,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/date-tracking-implementation.md,date-tracking-implementation.md,.md,2097,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/full-repo-audit-2026-05-23.md,full-repo-audit-2026-05-23.md,.md,26277,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/merge-batch.md,merge-batch.md,.md,1989,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/merging-prs.md,merging-prs.md,.md,5864,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/release-notes-7.2.0.md,release-notes-7.2.0.md,.md,1976,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/release-process.md,release-process.md,.md,4531,2026-06-23T09:15:57Z,True,False,False,55,"[""filename-token:process+25"", ""path-token:docs+30""]"
antigravity-awesome-skills-main/docs/maintainers/repo-growth-seo.md,repo-growth-seo.md,.md,3627,2026-06-23T09:15:57Z,True,False,False,30,"[""path-token:docs+30""]"
