"relative_path","name","extension","size_bytes","sha256"
"apex-meta/kb/claude-skill-design/sources/curated/official-docs/claude-blog-complete-guide-to-building-skills.html","claude-blog-complete-guide-to-building-skills.html",".html","513631","4884f1dff54c2fe7b5e0742569fc4648a15a14dbf84f2ff9b1f36d3cf08d25ed"
"apex-meta/kb/claude-skill-design/sources/curated/official-docs/claude-blog-complete-guide-to-building-skills.html.meta.md","claude-blog-complete-guide-to-building-skills.html.meta.md",".md","577","f6d489fe00b12e9b266ba5c5bf40949f5cc01bd3733cfce79444d6946702a4a4"
"apex-meta/kb/claude-skill-design/sources/curated/official-pdfs/anthropic-complete-guide-to-building-skills-for-claude.md","anthropic-complete-guide-to-building-skills-for-claude.md",".md","40194","a1e012f845ffb63a1a8577a29c7c673f062244b6aafb5ef94cabacc4347626d8"
"apex-meta/kb/claude-skill-design/sources/curated/official-pdfs/anthropic-complete-guide-to-building-skills-for-claude.md.meta.md","anthropic-complete-guide-to-building-skills-for-claude.md.meta.md",".md","709","31a5692cfc9009d0a9b7a5418310c2ec9c653d3c398217a4fb8075f44e051671"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills.repo.meta.md","agentskills-agentskills.repo.meta.md",".md","385","706d116575e8a9248feb963d2db1e8cff96da68eb4d65232f981939353ab6a32"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.claude/hooks/session-start.sh","session-start.sh",".sh","276","5c03fd47c1e0302199bc0466efb9a0afe2e4bcc42288fdf35e0a5ee4ea393396"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.claude/settings.json","settings.json",".json","219","e699974de355eed5c299df97b8644c16f8452505ce50a795b0835b7fd47f958e"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/config","config","","311","2a7ae3aef0bd7d923bc84b75f5861f006e6bee1c84c519695582cc7892d91702"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/description","description","","73","85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/HEAD","HEAD","","21","28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/applypatch-msg.sample","applypatch-msg.sample",".sample","478","0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/commit-msg.sample","commit-msg.sample",".sample","896","1f74d5e9292979b573ebd59741d46cb93ff391acdd083d340b94370753d92437"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/fsmonitor-watchman.sample","fsmonitor-watchman.sample",".sample","4726","e0549964e93897b519bd8e333c037e51fff0f88ba13e086a331592bf801fa1d0"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/post-update.sample","post-update.sample",".sample","189","81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/pre-applypatch.sample","pre-applypatch.sample",".sample","424","e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/pre-commit.sample","pre-commit.sample",".sample","1649","57185b7b9f05239d7ab52db045f5b89eb31348d7b2177eab214f5eb872e1971b"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/pre-merge-commit.sample","pre-merge-commit.sample",".sample","416","d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/prepare-commit-msg.sample","prepare-commit-msg.sample",".sample","1492","e9ddcaa4189fddd25ed97fc8c789eca7b6ca16390b2392ae3276f0c8e1aa4619"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/pre-push.sample","pre-push.sample",".sample","1374","ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/pre-rebase.sample","pre-rebase.sample",".sample","4898","4febce867790052338076f4e66cc47efb14879d18097d1d61c8261859eaaa7b3"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/pre-receive.sample","pre-receive.sample",".sample","544","a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/push-to-checkout.sample","push-to-checkout.sample",".sample","2783","a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/sendemail-validate.sample","sendemail-validate.sample",".sample","2308","44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/hooks/update.sample","update.sample",".sample","3650","8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/index","index","","15790","e482c10c9103f3119039cd06ea945720f21aabd888d3101f2bb5283d7d54a629"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/info/exclude","exclude","","240","6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/logs/HEAD","HEAD","","191","34af1d1850ae47e733696b05f0c8b4bfd26bd0c6bfe5890daa165c6c2bce47f2"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/logs/refs/heads/main","main","","191","34af1d1850ae47e733696b05f0c8b4bfd26bd0c6bfe5890daa165c6c2bce47f2"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/logs/refs/remotes/origin/HEAD","HEAD","","191","34af1d1850ae47e733696b05f0c8b4bfd26bd0c6bfe5890daa165c6c2bce47f2"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/objects/pack/pack-e28daab646806a2030375ef9d453daa88a535989.idx","pack-e28daab646806a2030375ef9d453daa88a535989.idx",".idx","6196","3674ef14e631e09a38bf93a1dc92d7cf35e66ff7ce016d1ae02477bcadcb3df2"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/objects/pack/pack-e28daab646806a2030375ef9d453daa88a535989.pack","pack-e28daab646806a2030375ef9d453daa88a535989.pack",".pack","535682","913f1571b6eb8c51e8b51d50fa4d076861e35494a354dc86749f8c0ee2ab6684"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/objects/pack/pack-e28daab646806a2030375ef9d453daa88a535989.rev","pack-e28daab646806a2030375ef9d453daa88a535989.rev",".rev","784","2bdd0ff4a0fc413b0ccce75d6a83dd5a93f63dd5034288ab51e76648a7a87c07"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/packed-refs","packed-refs","","112","bdabe81b15e6ba580443ab2a65f0641287eeda3bcf3a43edf6edef911a32a763"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/refs/heads/main","main","","41","55bc9321513193b59e6b648f8378564f3f523fe62f9c9349141f5d8d1efe79cc"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/refs/remotes/origin/HEAD","HEAD","","30","2bb6a24aa0fc6c484100f5d51a29bbad841cd2c755f5d93faa204e5dbb4eb2b4"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.git/shallow","shallow","","41","55bc9321513193b59e6b648f8378564f3f523fe62f9c9349141f5d8d1efe79cc"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/.gitignore",".gitignore",".gitignore","81","97755f84ddf626d2bdc24148c0e5f5e5ab28f385caeb7e5cb7940f2090d1ce90"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/CONTRIBUTING.md","CONTRIBUTING.md",".md","6133","ed83b9d5dc1042ea86810dfab3f90d655fe5cd3f8a97396750d669bab77a775e"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/CLAUDE.md","CLAUDE.md",".md","884","cdd89fbf66d950a5f38998340dd04d5ca60531a2ffd751415f546eb076f2b599"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/client-implementation/adding-skills-support.mdx","adding-skills-support.mdx",".mdx","20589","ee2cd8492b7d4e4ed5b7146367259f54c7f682399a8e169662b87795efdc8b8f"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/clients.mdx","clients.mdx",".mdx","261","dba8dd98201225364cd7e186ca04db3fde7db97baa3833c5a8ea1162d8aaa745"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/docs.json","docs.json",".json","1578","7695b8ffef0caa469d2d04e43e8b331553101ff8b37f490cf36dfeb816383f4c"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/favicon.svg","favicon.svg",".svg","193","f5908fab954604d72d7fe0bf693f48917086a20364580abbecceb2f99c0f1561"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/home.mdx","home.mdx",".mdx","3388","fec420608badc40710bc159d9fc7bb3e593ef21f52e6f19f982c044fdad78e39"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/agentman/agentman-wordmark-dark.svg","agentman-wordmark-dark.svg",".svg","8581","c31025e72d7b39df2a148e1030c0cd02200182dae543429f1aa97b788b37bd32"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/agentman/agentman-wordmark-light.svg","agentman-wordmark-light.svg",".svg","8571","42fb950d4051a4a04a9e294e0521f1bccfee8b5514990d05d6ff441606840462"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/amp/amp-logo-dark.svg","amp-logo-dark.svg",".svg","1716","7d939f719487d02740f6cf64c17d425b61c466d439b2b4930b0e43d93b3b9b91"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/amp/amp-logo-light.svg","amp-logo-light.svg",".svg","1716","fa593ed0ecb376897e6e0f57a5345fc593fadbc342000c76e68dd2d4ad9d0ad1"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/autohand/autohand-dark.svg","autohand-dark.svg",".svg","1371","65778784706e8bda4594e68629c8c0385271f4846b41ea16e1f74bf756f1f3aa"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/autohand/autohand-light.svg","autohand-light.svg",".svg","1419","72ae314641c0c135585b44417acb8b439257290815090bd18f54332f3fb91144"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/block/block-lockup_black.svg","block-lockup_black.svg",".svg","3369","b6b03af50bdff3a5a309f58b38ce69a76986297a492856190e3f79d9356371ef"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/block/block-lockup_white.svg","block-lockup_white.svg",".svg","3369","6cd38112e39140d57d38c61656582cb2a2c1e17b8e481680212f4319d1605979"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/bub/bub-dark.svg","bub-dark.svg",".svg","24543","4ef95a219ad62c3142d439fc1951be8f916142f336b547289c882f7f5f09353c"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/bub/bub-light.svg","bub-light.svg",".svg","24535","d9a81728b363715a976fb59fdda2bfd8d4bd80a9e78cdf4b156cf927fecd0c78"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/claude-ai/Claude-logo-Ivory.svg","Claude-logo-Ivory.svg",".svg","6346","68bce592320af5e5b89eaad7b64b1927c0c1e13bf482bc383e71af1906cb8b46"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/claude-ai/Claude-logo-One-color.svg","Claude-logo-One-color.svg",".svg","6324","3c84c0eb11540cc2a0cdf9720615f1d454d387dfb499e52824b7188ad7ea5368"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/claude-ai/Claude-logo-Slate.svg","Claude-logo-Slate.svg",".svg","6325","cb6de9c979c3810bdbcffb6cc40ea9f6d752c3acacaca509869438eb3405c02d"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/claude-code/Claude-Code-logo-Ivory.svg","Claude-Code-logo-Ivory.svg",".svg","10040","6ff083068d11ae95233c81bdc8105ef88ee3b8ecee8e28cb9c6be832fadb5074"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/claude-code/Claude-Code-logo-One-color.svg","Claude-Code-logo-One-color.svg",".svg","10000","9dcc7525b1d5505b8e3c0bea0571d5f4ab048b14ca6caefd8d34c4e4453310f0"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/claude-code/Claude-Code-logo-Slate.svg","Claude-Code-logo-Slate.svg",".svg","10035","a9f16a1d865e798b24b718805c1b92b48d29230050f6824a3079aa936b5afff0"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/command-code/command-code-logo-for-dark.svg","command-code-logo-for-dark.svg",".svg","7618","780e032c9f111c3ece0c19af837e0e2b9dbd4c51f1d395b33967925bd28e56eb"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/command-code/command-code-logo-for-light.svg","command-code-logo-for-light.svg",".svg","8523","c617f97340b4666e82703a3936163aa76d07664c974ecdbaa86dbcff3868b2fe"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/cursor/LOCKUP_HORIZONTAL_2D_DARK.svg","LOCKUP_HORIZONTAL_2D_DARK.svg",".svg","2542","c46782d0cb4bd90c476f1fa1befd1c755cb2f7ce2b5919fb66a4aa1e40655648"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/cursor/LOCKUP_HORIZONTAL_2D_LIGHT.svg","LOCKUP_HORIZONTAL_2D_LIGHT.svg",".svg","2542","f69616e628863ae2f15b9b0c81a22f1904fe66fc0cb8d2792f1d20b1fcd966f4"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/databricks/databricks-logo-dark.svg","databricks-logo-dark.svg",".svg","5619","94925e83bb068aab79b51abb650abf8f9f541534595bbf9a7182e3bc986eff6a"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/databricks/databricks-logo-light.svg","databricks-logo-light.svg",".svg","5641","3a395b22a49a4066da94805e02585e5dbb4b7836871933c107906ed042f557e5"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/emdash/emdash-logo-dark.svg","emdash-logo-dark.svg",".svg","3346","a428963ab28de8748e89869cade044551c5333378eef5c7e17a1415e9926682f"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/emdash/emdash-logo-light.svg","emdash-logo-light.svg",".svg","3346","095c3278174cb8d3c5b77187b63064c8aaa6dbc078db00bbbaccae6d74bc4273"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/factory/factory-logo-dark.svg","factory-logo-dark.svg",".svg","7704","79da14b01996e00c0f49dc9eb00b117720cb117af239bc0c9b7f702bfeaec715"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/factory/factory-logo-light.svg","factory-logo-light.svg",".svg","7704","7ae1dd0c50379109468839ab2579765cdfecf423d52cc2d9a8db7d2d6cdfcf5b"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/fast-agent/fast-agent-dark.svg","fast-agent-dark.svg",".svg","7103","a03b3493f340612ffa08dfea496fe0891f307522e9e5e2897c5439099c0ac0b2"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/fast-agent/fast-agent-light.svg","fast-agent-light.svg",".svg","7105","8cbd1bc881d7eb5e30a02b6644985ec95a323bf12eaae18b4ff1b061987805c8"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/firebender/firebender-wordmark-dark.svg","firebender-wordmark-dark.svg",".svg","5011","d3d966bd367b7a65d4405bbfbc05160f90b25ebc10373873e930aed595521653"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/firebender/firebender-wordmark-light.svg","firebender-wordmark-light.svg",".svg","5009","7d2bec5c1cee0513dfe843c1418bea6d7a75fb142a4430b1e6c17d40f96657c3"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/gemini-cli/gemini-cli-logo_dark.svg","gemini-cli-logo_dark.svg",".svg","14935","7853b5a8fe6de4f4c062df8bc02519b05d313c1b41ea30a6da282fbf8d17284e"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/gemini-cli/gemini-cli-logo_light.svg","gemini-cli-logo_light.svg",".svg","14931","5aac292fcaec0a6ee79306deaaa6833f8aca9c5ce6d2865ab8bfbe6a9b9070e0"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/github/GitHub_Lockup_Dark.svg","GitHub_Lockup_Dark.svg",".svg","3121","49742b961caf17ced47cff6f39887afae4c6ce20ac31b5a627a7c4b74802ae9e"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/github/GitHub_Lockup_Light.svg","GitHub_Lockup_Light.svg",".svg","3121","51f7a5e0e3ec838de404de58860a62d04e4c0c1ed87478275c598f0561224613"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/google-ai-edge-gallery/google-ai-edge-gallery-dark.svg","google-ai-edge-gallery-dark.svg",".svg","1930","93b34dfc76cc7034351600e90f80240f14c47a775c2b43a86e741b97490dd126"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/google-ai-edge-gallery/google-ai-edge-gallery-light.svg","google-ai-edge-gallery-light.svg",".svg","1930","93b34dfc76cc7034351600e90f80240f14c47a775c2b43a86e741b97490dd126"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/goose/goose-logo-black.png","goose-logo-black.png",".png","10142","9eea4931d340ff3b10b299f61121081b69c62287b811f41a3a568c58f682304d"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/goose/goose-logo-white.png","goose-logo-white.png",".png","10192","b72fb27c7cff76f9bef62a5a4f517f87ab9b621021bd1e7e53bf19f461096d30"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/junie/junie-logo-on-dark.svg","junie-logo-on-dark.svg",".svg","3532","2290ec8def34f2444b29b049b729ec895b8f43721ca74893a3008f0a5575d500"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/junie/junie-logo-on-white.svg","junie-logo-on-white.svg",".svg","3527","e4bac10c2aaeb395203bf32fa1aec44163b2739d44cd1d8caf79b37c9a66458e"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/kiro/kiro-logo-dark.svg","kiro-logo-dark.svg",".svg","7076","cfa38d9badea0cca6a1261f07c53db4d61198b0bb4b0362cc3bcde7caf737c26"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/kiro/kiro-logo-light.svg","kiro-logo-light.svg",".svg","9899","05a8030321a4e0f4362c6e25c45ce2cc6f304ec2697dab40158e6da190f93e65"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/laravel-boost/boost-dark-mode.svg","boost-dark-mode.svg",".svg","11272","87c3e579e777aa6d1d6765d8e73971207b826b8cee174cbf77e816e479171f13"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/laravel-boost/boost-light-mode.svg","boost-light-mode.svg",".svg","11652","5784045dfcdb72e8fd6f582aefab6023f9547e3d26dc2f8201be11916da13dfa"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/letta/Letta-logo-RGB_GreyonTransparent.svg","Letta-logo-RGB_GreyonTransparent.svg",".svg","2202","3583baee497ffeabec621e0fe6ab63cd35dea10b8cf339dd97ea520e96f64170"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/letta/Letta-logo-RGB_OffBlackonTransparent.svg","Letta-logo-RGB_OffBlackonTransparent.svg",".svg","2202","8efc593c9968bb5054cbcbdadb43a43b98f9660418553760e64c7d7aacf8fe6b"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/mistral-vibe/vibe-logo.svg","vibe-logo.svg",".svg","914","40ff7627b7022559726b2325d95b837dcabe5291e084318c80917cfe65aca871"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/mistral-vibe/vibe-logo_black.svg","vibe-logo_black.svg",".svg","934","bfb2160d186a50362147f1a3e69463250d721c2c35087cc223cdfd997b897052"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/mistral-vibe/vibe-logo_white.svg","vibe-logo_white.svg",".svg","934","280e8647cace8f7bcd5fda84e5f563aa490f79998c8b67731166d63ce180c457"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/mux/mux-editor-dark.svg","mux-editor-dark.svg",".svg","1755","364fdb73df299cf2ca2632c0daf5fa24e5542318eee0f69f93450aa30b86e34d"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/mux/mux-editor-light.svg","mux-editor-light.svg",".svg","1755","a48d66c6b33e572860ff4a40d2fb3192f09040df7eac7a2cb7f9c694c23204f4"
"apex-meta/kb/claude-skill-design/sources/curated/official-repos/agentskills-agentskills/docs/images/logos/nanobot/nanobot-logo-dark.png","nanobot-logo-dark.png",".png","191443","d383bd5939d9e46ed046d744d4f2a2e32d838ab0f5c51b3ca804d2cc56a873aa"
