"report_file","category","source_path","source_hash","source_storage_mode","analysis_path","phase_2_allowed","root4"
"preflight-01-api-call-structure.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/01_API_CALL_STRUCTURE.md","6878f88cb1fc0298c4b94ce71a1b64589f6936d1a85de084bface99af269f6d7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/01-api-call-structure.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-01-artifact-single-file.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/01_ARTIFACT_SINGLE_FILE.md","6f82bcfe553712cf49f42149caf36af962e70eb8e5a0f26e5d2693ed295f14ef","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/01-artifact-single-file.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-01-business-foundation.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/lex/templates/01_business_foundation.md","ad7665ae6e0980d48bf7fa0f2ee6957c966562f11c1b14218d58601e4338e881","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/01-business-foundation.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-02-employment-workforce.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/lex/templates/02_employment_workforce.md","3d1bdb6e6b3deee2268138daf78c680f72ad642475276bc8557d9fccc44bb563","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/02-employment-workforce.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-02-multi-file-session.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/02_MULTI_FILE_SESSION.md","7a86e89c6df4b8d84784264b3a9a8c1258981f5f4e1cb9d779113d28958ee0f9","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/02-multi-file-session.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-02-state-block.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/02_STATE_BLOCK.md","5c32547d362df57d598eca5d47f065206c6cc6842a7904b81ed3a2d9cb8f0b00","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/02-state-block.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-03-project-opener.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/03_PROJECT_OPENER.md","90946fc59b1f880eb7a9f69902ca8c3c1f31b26aae601b0ce6a39c88524082b0","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/03-project-opener.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-03-sales-commercial.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/lex/templates/03_sales_commercial.md","97d36eb3ec97f217d4f4906ea021d14d843b0b74cbceb77fe52eb7caef8a413f","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/03-sales-commercial.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-03-task-payload.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/03_TASK_PAYLOAD.md","d5e49e3c385497a5f5cc427601fa41b9d74a7f36c7dd14527447775ddda434b9","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/03-task-payload.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-04-output-router.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/04_OUTPUT_ROUTER.md","65a272571e9933d9ab8cb030f8edc2d89a76117ca17fbfafb21574f4029a2898","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/04-output-router.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-04-real-estate.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/lex/templates/04_real_estate.md","4937e4bbaa05120c977140ed1f0c1b039559988f7c0b255563b1de33543ad239","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/04-real-estate.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-04-state-block.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/04_STATE_BLOCK.md","1bf5481344a2073fb430feaef92d250a08557c595ea9478425a49aae4ceed86d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/04-state-block.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-05-file-output.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/05_FILE_OUTPUT.md","23c57f64dea775bda353b065757b5852f6fadfeadd3a6580f0ee1d3cf41b0da4","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/05-file-output.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-05-intellectual-property.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/lex/templates/05_intellectual_property.md","fbf7516f2af85dce7227ae79b578eb4a6ba72dc096460bc6eb5475be1f1addec","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/05-intellectual-property.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-05-split-signal.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/05_SPLIT_SIGNAL.md","326005b36bdab7c9a01cf6b7c8150816827602fe50d10f7fc144e81e1e533ba6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/05-split-signal.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-06-diff-output-1.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/06_DIFF_OUTPUT (1).md","5d5867cec314727532f6b350c48d660d12efe7ca1f7410d2f3db393ff59e8cf6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/06-diff-output-1.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-06-diff-output.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/06_DIFF_OUTPUT.md","cab56682e1943a0c3c5eba4ef0e546a8cb5bd1a1c9ff3df13cf6a3c0558be362","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/06-diff-output.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-07-research-block.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/07_RESEARCH_BLOCK.md","a6c315af1b570cad9d66192f68305f3d413bccff3bb95a622e38241710801a39","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/07-research-block.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-07-research-output.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/07_RESEARCH_OUTPUT.md","158edaf90066980cc95c46c63902c5b9cd263482670320a57932ed85d7a596b6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/07-research-output.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-08-gate-check.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/08_GATE_CHECK.md","74f5f5cc10c1ce663ff5219f964a2d6e5550f92b7af3dcb5d65b98032f420a01","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/08-gate-check.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-08-task-closure.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/08_TASK_CLOSURE.md","bd19c74d9fe2fa90b607324751f8f50421f0a839b3eed92376b2fcd62411a22d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/08-task-closure.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-09-control-signals.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/09_CONTROL_SIGNALS.md","e2fe8c98e1e6cdcfa577f45e29c39886c428dc9701019d918bbdc07b9225011e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/09-control-signals.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-10-manifest-output.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/10_MANIFEST_OUTPUT.md","e1e74a8a267e36bc894ae38483d5777b5fbe6995a231cde1e4c5d5dcddb71abe","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/10-manifest-output.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-11-task-closure.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewGuardrailsAllegeldyIncorporated/11_TASK_CLOSURE.md","af72c2112f45b8ca0f5c1b632925bafccdd143bd113840dad81a45914877e2b8","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/11-task-closure.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices"
"preflight-2026-03-27-chinese-docs-translation-design.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/docs_zh-CN/superpowers/specs/2026-03-27-chinese-docs-translation-design.md","262d3f13b3e0f41b2c0d98c5973c9be30f99f52542f4d31a2dd004bad3642c85","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/2026-03-27-chinese-docs-translation-design.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/docs_zh-CN"
"preflight-2026-03-27-chinese-docs-translation.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/docs_zh-CN/superpowers/plans/2026-03-27-chinese-docs-translation.md","fa52cd7e2c553a1eb5a6bcc19955d31a08e882b0618e914367fb0dda46367436","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/2026-03-27-chinese-docs-translation.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/docs_zh-CN"
"preflight-3d.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/remotion-best-practices/rules/3d.md","2a5b1a72de35168bba08c7e78153fccd408ec7882fdd1778f2751162e1661378","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/3d.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-3p-updates.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/internal-comms-anthropic/examples/3p-updates.md","087e4363c0f3513728a7e695eeb9ead5c3ecd12a4681b59340691180e65b68fc","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/3p-updates.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-5-building-blocks-every-prompt-needs.json","legacy-prompt-workflow-research","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/fundamentals/5-building-blocks-every-prompt-needs.md","43a6d43b23aefc63d8e514969f207cf8f82d64d2a2a9fe21185e245e1ac458f9","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/5-building-blocks-every-prompt-needs.analysis.md","False","source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints"
"preflight-absorption-taxonomy.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/crossframe-notebook/references/absorption-taxonomy.md","5d13ccc7213e17cab229ce047e7affe1e90fe6f056e15bfe79d078c4d935b9ed","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/absorption-taxonomy.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-accessibility-toolization-split.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/crossframe/references/concept-cards/accessibility-toolization-split.md","abb1de2a0a3f09bc2b8b5e290fd959eac95947466c52a3b09acb70121b8e3056","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/accessibility-toolization-split.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-accessibility.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/hig-foundations/references/accessibility.md","d8b35e9e2b76415249872b86ba642128f6fb26ad7a6faf1dc7fd55d89e13fbb6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/accessibility.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-account-types.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/instagram/references/account_types.md","6453230437caf3cb9573fc1ec0b4ec79e0e218b2f8b4f00ba18a03c58b023b43","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/account-types.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-action-boundary.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/crossframe-public/templates/action-boundary.md","0350caf931d28711c86b815c319348d927e8e5eedf93dee954a330bfd541f493","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/action-boundary.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-action-button.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/hig-components-menus/references/action-button.md","682917c3aa11120e0600fb2ce6d04fcad8e31ee8c9b056a09cbb940f3278aa87","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/action-button.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-action-sheets.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/hig-components-dialogs/references/action-sheets.md","f87125858f730bf63773984ad1a950b07093d4b2c836c48985af1508d30a28c3","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/action-sheets.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-actionlint.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/.github/workflows/actionlint.yml","db203bdc1449c0372e4bdd0a49e7a043dea05ace17ee6f5baeee246e5f10e248","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/actionlint.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/.github"
"preflight-activity-rings.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/hig-components-status/references/activity-rings.md","166f884bbc76d0b0396b54f7e10487865db76c859395b53c492910b4b41b36a5","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/activity-rings.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-activity-views.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/hig-components-content/references/activity-views.md","eda33e6d96b527df3e9380bc3b04520cb8101b195a22d700c81dc6c1577c5a61","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/activity-views.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-actor-json.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills-claude/skills/apify-actor-development/references/actor-json.md","668c913ae253f4e01947677d8a3d220edbdb45ce1169bee5f7e16ea751a95c79","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/actor-json.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-adapter-schema.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/ecl-harness-engineer/references/adapters/adapter-schema.md","6cf76e0d54d2abf9b11889fb1c4c9a0c1b7b46327a066b060dbd87845145b252","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/adapter-schema.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-adaptive-survival-strategies.json","therapy-narm-existing-kb","apex-meta/kb/therapy/wiki/concepts/adaptive-survival-strategies.md","849c4148c05c9371308235df271c6c1a38c8e63c4cfe043e51d05eb440b2a65a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/adaptive-survival-strategies.analysis.md","False","apex-meta/kb/therapy/wiki"
"preflight-adr-format.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/domain-modeling/ADR-FORMAT.md","f1f36cd3f8d3b6474ddd5855da4e233bfc4ae1a1c5024909ccf11871819a41b2","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/adr-format.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-async.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/dbos-python/references/advanced-async.md","4c081f87767490e8ec345b5202c201ad4d32709da7871ab1c74f5a15d571bf67","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-async.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-attacks.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills-claude/skills/active-directory-attacks/references/advanced-attacks.md","2b5eb51995be2e05378ab669d59ff88b95cf87ea891940efe48dc1c7db169316","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-attacks.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-aws-pentesting.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills-claude/skills/aws-penetration-testing/references/advanced-aws-pentesting.md","41556bd893e2f1762271c819b39d072d14b6fcc16879071bc060f470b8673c2d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-aws-pentesting.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-cloud-scripts.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/cloud-penetration-testing/references/advanced-cloud-scripts.md","bab614720e84202dc0eb3de89b9514513e9273eb8d40cd7899114b8767ddceff","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-cloud-scripts.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-event-handler-refs.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/react-best-practices/rules/advanced-event-handler-refs.md","86e7c6f5df102a71a2bdbb4b5125a4ddbe1ffe889a95dae86acefadc2af35706","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-event-handler-refs.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-features.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/whatsapp-cloud-api/references/advanced-features.md","6eb2fa8609136244c04528c79f552c1ee5d45be68113b02d62f7126335d70290","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-features.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-full-text-search.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/postgres-best-practices/rules/advanced-full-text-search.md","40c2606bbb4c4dce31308f201b24cc7f58c7df05b1d9c6856fe2b888d3b7cf28","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-full-text-search.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
"preflight-advanced-jsonb-indexing.json","skill-example-corpus","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins/antigravity-awesome-skills/skills/postgres-best-practices/rules/advanced-jsonb-indexing.md","24cacf6a8bc35901dd566d24502ce8e57f810a5c196b897e61d52726e521d106","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/advanced-jsonb-indexing.analysis.md","False","source-knowledge/ProjectRepos/antigravity-awesome-skills-main/plugins"
