"source_path","source_hash","source_storage_mode","analysis_path"
".claude/skills/PrecapNextDay/templates/capture-and-handoff-template.md","4e5f759764b14cdf952bca4a643b2e55102c9f8aced440afa38d8c15e8f0f20d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/capture-and-handoff-template.analysis.md"
".claude/skills/AIRouting/cost-class-and-scarcity-rules.md","fbe90cbdb5efd96103b652b163d63eff2c08dd0f45ab6235237b9c4b6ada3905","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/cost-class-and-scarcity-rules.analysis.md"
".claude/skills/ProjectStatus/FolderStructure/templates/current-project-status-overview-template.md","c549ce26f981aa2c87680185027870f6676843ae77c2392d619b8a5370b00917","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/current-project-status-overview-template.analysis.md"
".claude/skills/PrecapNextDay/references/daily-plan-output-contract.md","4ff42acde5994d81c4393027430a2d0c3d3296a052d7267c3a730082aa1938a3","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/daily-plan-output-contract.analysis.md"
".claude/skills/apex-plan/references/decomposition-and-dependency-rules.v1.md","d5794042467c1db18f0d4620c68ff105d22c5e1a1f605c5ca4830d63d27aac6c","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/decomposition-and-dependency-rules-v1.analysis.md"
".claude/skills/apex-plan/references/decomposition-and-dependency-rules.md","d5794042467c1db18f0d4620c68ff105d22c5e1a1f605c5ca4830d63d27aac6c","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/decomposition-and-dependency-rules.analysis.md"
".claude/skills/apex-plan/references/dependency-and-priority-rules.dr.md","5c649bafb7db4b62a20ed4b19dde1443637524ced87b592997f0e391861dc0f2","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/dependency-and-priority-rules-dr.analysis.md"
".claude/skills/apex-plan/references/dependency-and-priority-rules.pro.md","e84074cb6f1ab258c43626fafc68913e1d13fa9e7338ca41f109b176482f140a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/dependency-and-priority-rules-pro.analysis.md"
".claude/skills/project-kb-manager/references/domain-overlay-rules.md","aaf6b4705d24c5929d00dd3b00ecd03736c5330ca50354b6e7ee318f51e16e8c","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/domain-overlay-rules.analysis.md"
".claude/skills/apex-plan/templates/epic-template.v1.md","d2c9610fdd42187728e9de29a6e025f944b0970e90bac5baf8fab74d8c1376cb","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/epic-template-v1.analysis.md"
".claude/skills/apex-plan/templates/epic-template.md","d2c9610fdd42187728e9de29a6e025f944b0970e90bac5baf8fab74d8c1376cb","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/epic-template.analysis.md"
".claude/skills/Workflow&Processes/expected-output-type-contract.md","428d22ceb2278f5414f437a2a264d57fd3829928e3f7f430a730a024e0cfe91e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/expected-output-type-contract.analysis.md"
".claude/skills/apex-plan/extraction-report.md","0d51cf31efeb325b787a564a6aae8596fa728c98a278d8b62d054a3055da2343","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/extraction-report.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/flows/F1-flow-packet.md","c7e29095c7df9d94e75805ff5b83f983ee030e11ffb5938ebc88c8096c135699","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f1-flow-packet.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/prompts/F1-flow-prompt-pack.md","999488e92ad76c607c23a6d0d6cecbc685ead9259485a0efe9c4175af8ed4eff","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f1-flow-prompt-pack.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/flows/F2-flow-packet.md","3fdeacb557827eb4ec3d8b729ae61b6de407ede8acb67634cca0cf1f1c3f080f","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f2-flow-packet.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/prompts/F2-flow-prompt-pack.md","74a9f18abfc793d3bb5a71fff95950f90ae4d827684dada53bddda1216db11e4","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f2-flow-prompt-pack.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/flows/F3-flow-packet.md","a354c9acc4c2c8151e9aa84ff40bb97700f2e9bdcc80b956fa2610f388c9d8dd","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f3-flow-packet.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/prompts/F3-flow-prompt-pack.md","1485b51843fb0769725b1fa10646810992a4732e8f28c07cc3a453cd03c077b7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f3-flow-prompt-pack.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/flows/F4-flow-packet.md","34908d13cf5b398a83e82db1f889359875d09c6d1551632a27bd2e7a2fbef540","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f4-flow-packet.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/prompts/F4-flow-prompt-pack.md","f0378f8be5a70b0f3b548329019d246c8251ef4f978501ce83575c088eb1e58b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/f4-flow-prompt-pack.analysis.md"
".claude/skills/PrecapNextDay/references/flow-packet-contract.md","460665eb439947fb7641ed2bcb09a47f801d41dfaeaeaeca3741c86a3430e42d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/flow-packet-contract.analysis.md"
".claude/skills/PrecapNextDay/templates/flow-packet-template.md","1c0691831a05cfece78191564c2d845bc04df854caca90d580e27046cb13a51f","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/flow-packet-template.analysis.md"
".claude/skills/PrecapNextDay/references/flow-prompt-pack-contract.md","ce4c8bb56c230178c9613181ce04ed4a210aefa3fe8ae9a17f01740810b68e55","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/flow-prompt-pack-contract.analysis.md"
".claude/skills/PrecapNextDay/templates/flow-prompt-pack-template.md","ad6e38792b80c2ccf960470cb9ce86e14f92e43c13333e60c03045770a2fc88d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/flow-prompt-pack-template.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/handoff/FlowRecap-handoff.md","663835cdd032fcdb7d9fb379b3f70404f921e5d4386bdfa1dbe91040c0c402de","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/flowrecap-handoff.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-session/references/handoff-and-next-session-contract.md","4a9fe988bc3f9ac7feaaf7deb79c5c751c146bd04d64616c8da0222e1f555075","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/handoff-and-next-session-contract.analysis.md"
".claude/skills/apex-kb/templates/ingest-analysis-template.md","378ca1ffcbea95597fcaf100a363eedda923011465eac4ad06d1b4e2acfd8a78","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/ingest-analysis-template.analysis.md"
".claude/skills/apex-kb/references/ingest-query-lint-audit-rules.md","4343c1cc0ffeb5bd5fadd59128bdf24d157e741ecc2ec950ec9ab50ccfe68e3a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/ingest-query-lint-audit-rules.analysis.md"
".claude/skills/PrecapNextDay/references/input-intake-and-resilience-contract.md","8998eb7bf4a35f84e3c5c0710c753499d3761b0b92397804d94055ed770fe0dd","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/input-intake-and-resilience-contract.analysis.md"
".claude/skills/apex-kb/references/kb-contract.md","62a14d6ab37ecbe20582582ec43ef42b6513f91cd24245dcf9f9f6a90517c0c5","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/kb-contract.analysis.md"
".claude/skills/PrecapNextDay/references/kb-integration-contract.md","8ac660c8c74a9e058eaa9d080ef95599a3ae83877dce9d4cb62d4000c264c884","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/kb-integration-contract.analysis.md"
".claude/skills/project-kb-manager/references/milestone-logic.md","d0bad5fcba4516339fb9646abf37724eb384128bf15a7d89f5539745289cca3e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/milestone-logic.analysis.md"
".claude/skills/AIRouting/monthly-quota-map-contract.md","69643c118f81587a27fe5e8e886f0b88154a3b7f4fcdb13d1937b3ca6d4c8370","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/monthly-quota-map-contract.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-session/references/mutation-gate-rules.md","dc6545d42500aa26c69f035ba748387ce91a68a9b005ada5d67f6f2a28f2891b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/mutation-gate-rules.analysis.md"
".claude/skills/PrecapNextDay/templates/next-day-plan-operator-template.md","638afdc57b54707cecd690f91dd6467cd3c6b8310a2a8a8df06f6c76c2f3ea72","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/next-day-plan-operator-template.analysis.md"
".claude/skills/PrecapNextDay/templates/next-day-plan.md","d0605cefb1b1c5af3a095226480be3378b13cc2b836203e4e45bb9960ec29e8b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/next-day-plan.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-session/templates/next-session.md","2c94eca27a9212833e8cf1d037cc74bd97ca7cd6007a75118b1028fca5ab7ff4","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/next-session.analysis.md"
".claude/skills/apex-sync/NEXT STEPS, IMPROVEMENTS, AND HARMONIZATION NOTES.md","210759e44766c3f18fae14525697f087a0b13c675b1c4135e3f227afc6ef8c5b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/next-steps-improvements-and-harmonization-notes.analysis.md"
".claude/skills/apex-plan/references/operator-gate.dr.md","7fea37a53c6a8677912bce18ad3743e2392b928f37473cf02e7af3aec68ddc60","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/operator-gate-dr.analysis.md"
".claude/skills/apex-plan/references/operator-gate.pro.md","6d29ba16c36f7e771efc356cea3b16dd31cdd9bba796915cf1fc8c17a7f15424","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/operator-gate-pro.analysis.md"
".claude/skills/PrecapNextDay/templates/operator-output-format-design.md","9ca62d006f2f223a5c2a2c790a76cc71008ea2fea32d218a4b3cdbb1ec698476","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/operator-output-format-design.analysis.md"
".claude/skills/Workflow&Processes/operator-validation-and-conflict-resolution.md","f4a4ff653d380b6fa91c435a372090da413895292b8d21448ee53c96f67c1ff2","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/operator-validation-and-conflict-resolution.analysis.md"
".claude/skills/apex-plan/package-manifest.dr.md","f8c874fb200cf314b7edc68449b3960ec545eb51bb26153597d0b73a57af8743","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/package-manifest-dr.analysis.md"
".claude/skills/apex-plan/package-manifest.pro.md","684aa547f001d875afef15b8d9910204942c3e92ddbf2870f39709c7c891a29e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/package-manifest-pro.analysis.md"
".claude/skills/apex-plan/package-manifest.v1.md","b67bbfb44d21e9ba216f5290bc5bb3ddfeb5346aeabf74fac3a76755a343f08e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/package-manifest-v1.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-sync/package-manifest.md","b454973e2f8e1dc615293f44910a9a5db66db7a1dc06e3aafa0ab3d3e5982cc2","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/package-manifest.analysis.md"
".claude/skills/apex-plan/references/plan-cluster-contract.v1.md","eb3ee56d1d4245876015c379401f34bab61b985a38322e031f0311b964ee6004","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/plan-cluster-contract-v1.analysis.md"
".claude/skills/apex-plan/references/plan-cluster-contract.md","eb3ee56d1d4245876015c379401f34bab61b985a38322e031f0311b964ee6004","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/plan-cluster-contract.analysis.md"
".claude/skills/AIRouting/planned-usage-budget-contract.md","dac17a3d6bee19596a365928ee663ae7438c878db80372f9f480ecc609740b9d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/planned-usage-budget-contract.analysis.md"
".claude/skills/apex-plan/references/planning-contract.dr.md","72654f81e9275002b8e70869138c6ad9c41290878ae7900a384d68163d9bbc25","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/planning-contract-dr.analysis.md"
".claude/skills/apex-plan/references/planning-contract.pro.md","4355256ba79259d227fa24bcf8f7a0840cd4b624e889fa9dfce2986d5226b2a1","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/planning-contract-pro.analysis.md"
".claude/skills/PrecapNextDay/examples/PreCap Next Day ù Example Operator Output.md","7d7a11d0ef904e69ec98956f392c56573b071a7b953fd45f066f74e5d54aa66a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/precap-next-day-example-operator-output.analysis.md"
".claude/skills/PrecapNextDay/precap-next-day-package-manifest.md","6663ab45c2e05a3ec031b1c8f9164200f9fa36e72687f66aadf7a1aa8d33abc6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/precap-next-day-package-manifest.analysis.md"
".claude/skills/apex-plan/references/priority-urgency-focus-policy.v1.md","e0562ae86ae8db20136304043b2d8c6da1776f8f2a09ef2271a6a23d38de911d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/priority-urgency-focus-policy-v1.analysis.md"
".claude/skills/apex-plan/references/priority-urgency-focus-policy.md","e0562ae86ae8db20136304043b2d8c6da1776f8f2a09ef2271a6a23d38de911d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/priority-urgency-focus-policy.analysis.md"
".claude/skills/Workflow&Processes/process-stage-taxonomy.md","f613e787152c9c2c3ab7ebf74b9168ddccacb1b1035e97b97cdea2644a559579","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/process-stage-taxonomy.analysis.md"
".claude/skills/project-kb-manager/examples/project-record-example.md","e3dddb21ab74443d764cd4e89b68c82b2cc1ec57868805f7651fde4661cbb723","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-record-example.analysis.md"
".claude/skills/project-kb-manager/templates/project-record-template.md","b4dca5a39266d3b3a6f51baa21595262c45c4221ce923af854a252372860ccf6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-record-template.analysis.md"
".claude/skills/project-kb-manager/references/project-schema.md","8d6ed259e94343151e7ea881aa54fe0cd6f2153f996cb1bffa84d13edf286e79","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-schema.analysis.md"
".claude/skills/ProjectStatus/project-status-overview-contract_v2_fixed.md","e28480df0995e5b831786a24bd0ab61f10cdbf505691c206fa2c0b40617cdbac","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-status-overview-contract-v2-fixed.analysis.md"
".claude/skills/ProjectStatus/FirstIteration/project-status-overview-contract.md","18f5ab90315014e47cbc4956dcf66267f6e2099a8f107d7bc0b96be6540d5dab","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-status-overview-contract.analysis.md"
".claude/skills/ProjectStatus/FirstIteration/project-status-overview_SKILL_v2.md","b977f1f3062f179d7a70af4c01a22ba0d286236d6f175142783502c079ae3342","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-status-overview-skill-v2.analysis.md"
".claude/skills/ProjectStatus/project-status-overview_SKILL_v3.md","a5fbd4c13b167e1d195ba4b6b29879a452de9f2845c102d7578f02fc8fe185be","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-status-overview-skill-v3.analysis.md"
".claude/skills/ProjectStatus/FirstIteration/project-status-overview_SKILL.md","afee7551450e65429d4b8c6c5393bbeefc0057288d57963a46542c4f4f1aac74","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/project-status-overview-skill.analysis.md"
".claude/skills/Workflow&Processes/prompt-process-alignment-validation.md","fd9e31b43a97c53458c99021016d5295c1ef7e8431fc02cc6271e3eff3137e3c","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/prompt-process-alignment-validation.analysis.md"
".claude/skills/ProjectStatus/FirstIteration/PromptFLow.md","1764c82fd78d308060badef095c8b0ea0d7137389d0e1ed94b6f3d32c13f6bfb","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/promptflow.analysis.md"
".claude/skills/ProjectStatus/ranking-and-validation-rules.md","4dd8c52a157eb5bb7f765d033d10e9dfe6e5ff18f8f1cbbf3f7d4ba9609c9b16","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/ranking-and-validation-rules.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/capture/raw-flow-dump-template.md","1f4384ee67901bd501c88406667350906880c8c84b89d441c577d41f4d7f1746","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/raw-flow-dump-template.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-sync/references/registry-and-drift-rules.md","f34226970846329d6e1ec294a44b0bafa92b2354731c2b862f042f6e3b5dca2f","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/registry-and-drift-rules.analysis.md"
".claude/skills/AIRouting/routing-decision-contract.md","0f546f9b2a97f8c7b7ed9c850b577e2a298e3384d810ab6d2df259af1d741ced","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/routing-decision-contract.analysis.md"
".claude/skills/AIRouting/routing-recommendation-packet-contract.md","d017178d5b35a597bb1bf41569597b559f450f9bd52ad178103b5f2e196cbce7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/routing-recommendation-packet-contract.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-sync/references/scoring-and-focus-rules.md","23f6c8d8e204b09fb133095a8981690f3434be34b444c67b10fdea31558aadb7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/scoring-and-focus-rules.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-sync/references/script-command-contract.md","f2fb69a4911cae12f5300c7dcd8af933d55f3e899f85e2b99402dcc6876ab819","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/script-command-contract.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-session/references/session-cluster-contract.md","c695d5f2423e68bacd0a97b7f469f45923b54471b75f5be8482c84f741a9b1af","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/session-cluster-contract.analysis.md"
".claude/skills/apex-plan/SKILL.dr.md","6baa94684cb1edc4558a97b2b91d515b6413153ae048b21e8687d0338e51dc6b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/skill-dr.analysis.md"
".claude/skills/PrecapNextDay/Skill_precap-next-day.md","826ef50ca7bdc3433e91a1169a369bf321419c3b190421c7c54bbf2aa40d3e61","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/skill-precap-next-day.analysis.md"
".claude/skills/PrecapWeek/Skill_Precap-Week.md","97f021b9afd58be7e43c4df489529906c83348f2535f49fb4b3c3ff4cd3345cb","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/skill-precap-week.analysis.md"
".claude/skills/apex-plan/SKILL.pro.md","9091436dbcc305819a2ec25d5643095d5929e13fa2da384bbad000701eaba4eb","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/skill-pro.analysis.md"
".claude/skills/apex-plan/SKILL.v1.md","a83172f1d3f075273ca05a7e91254ed65ef77294a7519f74e94267c1ff3629cf","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/skill-v1.analysis.md"
".claude/skills/apex-plan/references/source-basis.dr.md","9c5a1febcd0ff59747baee419684c9452cbb4a86205c93494109309bf8174310","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/source-basis-dr.analysis.md"
".claude/skills/apex-plan/references/source-basis.pro.md","9c504f30f2440e86e7023dcb87ef815f0b470b76cc50e1bd59c37d7a28b06154","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/source-basis-pro.analysis.md"
".claude/skills/ProjectStatus/starter-manual-test-overview.md","c241f7817e2bd59dada58fd84991bd0cc5dc80f5a4d5fc5ff0803c87cdbc5957","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/starter-manual-test-overview.analysis.md"
".claude/skills/AIRouting/starter-usage-routing-example.md","5208def9768e3850b4172c076bc8b35de5a8b38926eac6e48ff413ec835be39b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/starter-usage-routing-example.analysis.md"
".claude/skills/Workflow&Processes/starter-workflow-process-example.md","b82b0cdd31bdc5ee25fe6da1cbd0e47c6e4f28bf8df9d95184f35319a45085dd","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/starter-workflow-process-example.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-session/references/state-delta-and-entity-rules.md","550c3f807d0b5a2f302b6f19ed7eed17ebe822f8c262446567b8d398d4b73b97","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/state-delta-and-entity-rules.analysis.md"
"source-knowledge/Apex&Claude_old/.claude/skills/apex-sync/references/sync-cluster-contract.md","9dd4c574bb76a280b68c112d0fdaf31493955dc1d106b350dec851defe23f8e1","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/sync-cluster-contract.analysis.md"
".claude/skills/apex-plan/references/task-decomposition-rules.dr.md","60823543717b7fc4cb76a095853ef3989fd6cd08ee47a3fb3db75b3bc2817e1b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/task-decomposition-rules-dr.analysis.md"
".claude/skills/apex-plan/references/task-decomposition-rules.pro.md","f2418543741c8ed4179cfc1e5190b7966f0c9a0b2489078e0f3f9886ffe4c52e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/task-decomposition-rules-pro.analysis.md"
".claude/skills/apex-plan/references/task-record-contract.v1.md","e6e8ab725558fb42611d1d2f952d5b94ba79215d8fb4bd27bb9a0ccd54e94be5","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/task-record-contract-v1.analysis.md"
".claude/skills/apex-plan/references/task-record-contract.md","e6e8ab725558fb42611d1d2f952d5b94ba79215d8fb4bd27bb9a0ccd54e94be5","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/task-record-contract.analysis.md"
".claude/skills/apex-plan/templates/task-template.v1.md","2866d8f016ea1ecd25ca0c152945841b4f208c6ae35cb77213fcfaffb6e41b63","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/task-template-v1.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/handoff/template-layer-final-audit-summary.md","43255af7d02c31afd03341d3a8dee30ca3cc2143963426586274a96ed47e9ff2","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/template-layer-final-audit-summary.analysis.md"
".claude/skills/AIRouting/usage-delta-contract.md","2687e5b057a63186d7abaeb15c2bb114dbdd5b035910e0133addadeb19804772","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/usage-delta-contract.analysis.md"
".claude/skills/PrecapNextDay/templates/usage-tracking-summary-template.md","a03cdfbba82806b3541132da994d5f1010bc798b223f305fcaec529190291da8","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/usage-tracking-summary-template.analysis.md"
".claude/skills/PrecapNextDay/examples/apex-only-template-example/usage/usage-tracking-summary.md","b1c86a5863184503f74311b42f2c17d107d19083a076ed525280139820a93d7d","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/usage-tracking-summary.analysis.md"
".claude/skills/PrecapWeek/references/validation-checklist.md","4711ef4624f15520d3fc9016852bcfc9395ea816aa9abc9ec329fe120ddf6306","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/validation-checklist.analysis.md"
".claude/skills/ProjectStatus/verification-report.md","47932996b596e9e80818fc35da15077dc495f7aa7fc0f61a5d4b3b94a16b26bc","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/verification-report.analysis.md"
".claude/skills/PrecapWeek/weekly-blueprint-meeting-example.md","18a1a1e04043f18d79bfe4beb5b3155b23af7242425dbad8dfc11712d8b46ee2","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/weekly-blueprint-meeting-example.analysis.md"
".claude/skills/PrecapWeek/weekly-blueprint-standard.md","43fc52b7f33357c0edf2e6664f4ab05a038f0dcbcc6f209d51a53af1a8c3f0e7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/weekly-blueprint-standard.analysis.md"
